Device Id,Title,Price Range,Storage,Storage Id,Storage Unit,Min Price,Max Price,Before Promo Price,Base Min Price,Variation Id,Color Title,Color Variation Id,Has Stock,Sku,Has Device Variation Stock,File Name
36149,iPhone 12,,64,567,GO,300,815,0,,95337,Black,95336,True,13295,True,S+.json
36149,iPhone 12,,64,567,GO,300,815,0,,95337,White,95337,True,13296,True,S+.json
36149,iPhone 12,,128,569,GO,345,869,0,,112249,Black,112249,True,13300,True,S+.json
36284,iPhone 12 Pro,,256,1284,GO,720,1299,0,,100785,Graphite,100783,True,13314,True,S+.json
36284,iPhone 12 Pro,,256,1284,GO,720,1299,0,,100785,Pacific Blue,100785,True,13317,True,S+.json
36284,iPhone 12 Pro,,512,1842,GO,926,1535,0,,95367,Graphite,100786,True,13318,True,S+.json
36284,iPhone 12 Pro,,512,1842,GO,926,1535,0,,95367,Silver,95367,True,13319,True,S+.json
42463,iPhone 12 Pro Max,,256,1284,GO,809,1405,0,,95417,Graphite,95417,True,13358,True,S+.json
78049,A74 5G,,128,569,GO,0,299,0,,95474,Black,95474,True,13500,True,S+.json
77995,Reno 4Z 5G,,128,569,GO,0,299,75,,95465,Black,95465,True,13495,True,S+.json
100412,4,,256,1284,GO,191,689,0,,112613,Grey,112613,True,13687,True,S+.json
104827,iPhone 11,,64,567,GO,104,589,0,,104826,Black,104826,False,13337,True,S+.json
104827,iPhone 11,,128,569,GO,148,645,0,,112252,Black,112252,True,13338,True,S+.json
108765,Galaxy S21 FE 5G,,128,569,GO,266,779,0,,108764,Graphite,108761,True,13698,True,S+.json
108765,Galaxy S21 FE 5G,,128,569,GO,266,779,0,,108764,White,108762,True,13699,True,S+.json
108765,Galaxy S21 FE 5G,,128,569,GO,266,779,0,,108764,Green,108763,True,13700,True,S+.json
108765,Galaxy S21 FE 5G,,128,569,GO,266,779,0,,108764,Purple,108764,False,13701,True,S+.json
97330,Reno 6 5G,,128,569,GO,28,505,0,,97329,Black,97329,True,13620,True,S+.json
97324,Galaxy A03S,,32,565,GO,0,149,0,,97323,Black,97323,True,13619,True,S+.json
112256,11T,,128,569,GO,55,534,0,,112255,Grey,112255,True,13709,True,S+.json
91835,Find X3 Neo 5G,,256,1284,GO,248,755,0,,95483,Black,95483,False,13536,False,S+.json
93039,X10,,64,567,GO,0,289,0,,95534,Green,95534,True,13568,True,S+.json
60232,Galaxy A32 5G,,128,569,GO,0,295,0,,95456,Black,95456,True,13415,True,S+.json
77977,Galaxy Xcover 5,,64,567,GO,0,289,59,,95459,Black,95459,True,13454,True,S+.json
78031,Mi 11 Lite 5G,,128,569,GO,0,389,0,,95469,Green,95469,True,13558,True,S+.json
91827,Galaxy A22 5G,,128,569,GO,0,245,0,,95478,Black,95477,True,13531,True,S+.json
91827,Galaxy A22 5G,,128,569,GO,0,245,0,,95478,Purple,95478,True,13532,True,S+.json
92939,P Smart 2021,,128,569,GO,0,225,0,,95531,Black,95531,False,13565,False,S+.json
93126,Galaxy A52 S 5G,,128,569,GO,0,45,0,,95522,Green,95519,True,13561,True,S+.json
93126,Galaxy A52 S 5G,,128,569,GO,0,45,0,,95522,Purple,95520,True,13562,True,S+.json
93126,Galaxy A52 S 5G,,128,569,GO,0,45,0,,95522,Black,95521,True,13563,True,S+.json
93126,Galaxy A52 S 5G,,128,569,GO,0,45,0,,95522,White,95522,True,13564,True,S+.json
93021,8050,,16,563,GO,0,219,0,,97320,Graphite,97320,True,13560,True,S+.json
96322,iPhone 13 mini,,128,569,GO,10,815,0,,96316,Midnight,96313,True,13643,True,share.json
96322,iPhone 13 mini,,128,569,GO,10,815,0,,96316,Starlight,96314,False,13644,True,share.json
96322,iPhone 13 mini,,128,569,GO,10,815,0,,96316,Blue,96316,False,13646,True,share.json
96322,iPhone 13 mini,,256,1284,GO,118,939,0,,96320,Midnight,96317,True,13647,True,share.json
96322,iPhone 13 mini,,256,1284,GO,118,939,0,,96320,Starlight,96318,False,13648,True,share.json
96322,iPhone 13 mini,,256,1284,GO,118,939,0,,96320,Pink,98205,False,13649,True,share.json
96322,iPhone 13 mini,,256,1284,GO,118,939,0,,96320,Blue,96320,False,13650,True,share.json
96322,iPhone 13 mini,,512,1842,GO,323,1175,0,,96321,Midnight,96321,False,13651,True,share.json
96288,iPhone 13,,128,569,GO,99,919,0,,96281,Midnight,96277,True,13631,True,share.json
96288,iPhone 13,,128,569,GO,99,919,0,,96281,Starlight,96278,True,13632,True,share.json
96288,iPhone 13,,128,569,GO,99,919,0,,96281,Pink,107396,True,13633,True,share.json
96288,iPhone 13,,128,569,GO,99,919,0,,96281,Red,96280,True,13634,True,share.json
96288,iPhone 13,,128,569,GO,99,919,0,,96281,Blue,96281,True,13635,True,share.json
96288,iPhone 13,,256,1284,GO,207,1045,0,,96286,Midnight,96282,True,13636,True,share.json
96288,iPhone 13,,256,1284,GO,207,1045,0,,96286,Starlight,96283,True,13637,True,share.json
96288,iPhone 13,,256,1284,GO,207,1045,0,,96286,Pink,96284,True,13638,True,share.json
96288,iPhone 13,,256,1284,GO,207,1045,0,,96286,Red,96285,True,13639,True,share.json
96288,iPhone 13,,256,1284,GO,207,1045,0,,96286,Blue,96286,True,13640,True,share.json
96288,iPhone 13,,512,1842,GO,413,1279,0,,96287,Midnight,96287,False,13641,True,share.json
