Device ID,Model,Subscription,Price Range,Storage,Storage ID,Storage Unit,Min Price,Max Price,Before Promo Price,Base Min Price,Variation ID,Color Title,Color Variation ID,Has Stock,Sku,Has Device Variation Stock
96322,iPhone 13 mini,Unlimited Max+,,128,569,GO,0,1175,0,,96316,Midnight,96321,False,13651,True
96322,iPhone 13 mini,Unlimited Max+,,256,1284,GO,0,1175,0,,96320,Midnight,96321,False,13651,True
96322,iPhone 13 mini,Unlimited Max+,,512,1842,GO,0,1175,0,,96321,Midnight,96321,False,13651,True
96288,iPhone 13,Unlimited Max+,,128,569,GO,0,1279,0,,96281,Midnight,96287,False,13641,True
96288,iPhone 13,Unlimited Max+,,256,1284,GO,0,1279,0,,96286,Midnight,96287,False,13641,True
96288,iPhone 13,Unlimited Max+,,512,1842,GO,0,1279,0,,96287,Midnight,96287,False,13641,True
96354,iPhone 13 Pro,Unlimited Max+,,128,569,GO,104,1771,0,,96346,Graphite,96353,True,13662,True
96354,iPhone 13 Pro,Unlimited Max+,,256,1284,GO,104,1771,0,,96350,Graphite,96353,True,13662,True
96354,iPhone 13 Pro,Unlimited Max+,,512,1842,GO,104,1771,0,,96352,Graphite,96353,True,13662,True
96354,iPhone 13 Pro,Unlimited Max+,,1,1894,TO,104,1771,0,,96353,Graphite,96353,True,13662,True
96390,iPhone 13 Pro Max,Unlimited Max+,,128,569,GO,194,1875,0,,96382,Graphite,96389,True,13673,True
96390,iPhone 13 Pro Max,Unlimited Max+,,256,1284,GO,194,1875,0,,96386,Graphite,96389,True,13673,True
96390,iPhone 13 Pro Max,Unlimited Max+,,512,1842,GO,194,1875,0,,96388,Graphite,96389,True,13673,True
96390,iPhone 13 Pro Max,Unlimited Max+,,1,1894,TO,194,1875,0,,96389,Graphite,96389,True,13673,True
92988,Galaxy Z Flip3 5G,Unlimited Max+,,256,1284,GO,72,1139,0,,95489,Black,95486,True,13543,True
92988,Galaxy Z Flip3 5G,Unlimited Max+,,256,1284,GO,72,1139,0,,95489,White,95487,False,13544,True
92988,Galaxy Z Flip3 5G,Unlimited Max+,,256,1284,GO,72,1139,0,,95489,Green,95488,False,13545,True
92988,Galaxy Z Flip3 5G,Unlimited Max+,,256,1284,GO,72,1139,0,,95489,Purple,95489,False,13546,True
93002,Galaxy Z Fold3 5G,Unlimited Max+,,256,1284,GO,703,1865,0,,97719,Green,97718,True,13548,True
93002,Galaxy Z Fold3 5G,Unlimited Max+,,256,1284,GO,703,1865,0,,97719,Black,97717,False,13547,True
93002,Galaxy Z Fold3 5G,Unlimited Max+,,256,1284,GO,703,1865,0,,97719,Silver,97719,True,13549,True
36149,iPhone 12,Unlimited Max+,,64,567,GO,0,869,0,,95337,Black,112249,True,13300,True
36149,iPhone 12,Unlimited Max+,,128,569,GO,0,869,0,,112249,Black,112249,True,13300,True
36284,iPhone 12 Pro,Unlimited Max+,,256,1284,GO,212,1535,0,,100785,Graphite,100786,True,13318,True
36284,iPhone 12 Pro,Unlimited Max+,,256,1284,GO,212,1535,0,,100785,Silver,95367,True,13319,True
36284,iPhone 12 Pro,Unlimited Max+,,512,1842,GO,212,1535,639,,95367,Graphite,100786,True,13318,True
36284,iPhone 12 Pro,Unlimited Max+,,512,1842,GO,212,1535,639,,95367,Silver,95367,True,13319,True
42463,iPhone 12 Pro Max,Unlimited Max+,,256,1284,GO,300,1405,0,,95417,Graphite,95417,True,13358,True
78049,A74 5G,Unlimited Max+,,128,569,GO,0,299,0,,95474,Black,95474,True,13500,True
77995,Reno 4Z 5G,Unlimited Max+,,128,569,GO,0,299,0,,95465,Black,95465,True,13495,True
100412,4,Unlimited Max+,,256,1284,GO,0,689,0,,112613,Grey,112613,True,13687,True
104827,iPhone 11,Unlimited Max+,,64,567,GO,0,645,0,,104826,Black,112252,True,13338,True
104827,iPhone 11,Unlimited Max+,,128,569,GO,0,645,0,,112252,Black,112252,True,13338,True
